Job_Title,Skills,Skills_str
Ios Developer,"['aws', 'java', 'mysql', 'nodejavascript', 'react', 'ruby', 'swift']","aws, java, mysql, nodejavascript, react, ruby, swift"
Ios Developer,"['angular', 'aws', 'flask', 'java', 'javascript', 'oracle', 'react', 'ruby', 'swift']","angular, aws, flask, java, javascript, oracle, react, ruby, swift"
Ios Developer,"['angular', 'azure', 'mysql', 'oracle', 'python', 'ruby', 'swift']","angular, azure, mysql, oracle, python, ruby, swift"
Ios Developer,"['aws', 'c#', 'go', 'mongodb', 'nodejavascript', 'spring', 'swift', 'vue']","aws, c#, go, mongodb, nodejavascript, spring, swift, vue"
Ios Developer,"['aws', 'c++', 'go', 'oracle', 'react', 'swift']","aws, c++, go, oracle, react, swift"
Ios Developer,"['aws', 'django', 'go', 'nodejavascript', 'oracle', 'ruby', 'swift']","aws, django, go, nodejavascript, oracle, ruby, swift"
Ios Developer,"['azure', 'c++', 'mongodb', 'oracle', 'ruby', 'spring', 'swift']","azure, c++, mongodb, oracle, ruby, spring, swift"
Ios Developer,"['angular', 'aws', 'mysql', 'react', 'ruby', 'spring', 'swift']","angular, aws, mysql, react, ruby, spring, swift"
Ios Developer,"['django', 'googlecloud', 'java', 'javascript', 'mongodb', 'swift']","django, googlecloud, java, javascript, mongodb, swift"
Ios Developer,"['angular', 'azure', 'c++', 'oracle', 'react', 'redis', 'swift']","angular, azure, c++, oracle, react, redis, swift"
Ios Developer,"['azure', 'c#', 'django', 'flask', 'go', 'mongodb', 'ruby', 'swift', 'vue']","azure, c#, django, flask, go, mongodb, ruby, swift, vue"
Ios Developer,"['angular', 'aws', 'java', 'mongodb', 'oracle', 'swift']","angular, aws, java, mongodb, oracle, swift"
Ios Developer,"['aws', 'c#', 'flask', 'java', 'mysql', 'nodejavascript', 'react', 'swift']","aws, c#, flask, java, mysql, nodejavascript, react, swift"
Ios Developer,"['c#', 'googlecloud', 'java', 'oracle', 'react', 'redis', 'spring', 'swift', 'vue']","c#, googlecloud, java, oracle, react, redis, spring, swift, vue"
Ios Developer,"['aws', 'django', 'java', 'mongodb', 'redis', 'swift']","aws, django, java, mongodb, redis, swift"
Ios Developer,"['c#', 'go', 'googlecloud', 'javascript', 'nodejavascript', 'postgresql', 'swift', 'vue']","c#, go, googlecloud, javascript, nodejavascript, postgresql, swift, vue"
Ios Developer,"['aws', 'c++', 'flask', 'mongodb', 'swift']","aws, c++, flask, mongodb, swift"
Ios Developer,"['aws', 'c#', 'c++', 'java', 'nodejavascript', 'oracle', 'postgresql', 'swift']","aws, c#, c++, java, nodejavascript, oracle, postgresql, swift"
Ios Developer,"['angular', 'aws', 'c++', 'django', 'flask', 'javascript', 'mongodb', 'swift']","angular, aws, c++, django, flask, javascript, mongodb, swift"
Ios Developer,"['azure', 'c#', 'flask', 'java', 'javascript', 'mysql', 'oracle', 'react', 'swift', 'vue']","azure, c#, flask, java, javascript, mysql, oracle, react, swift, vue"
Ios Developer,"['azure', 'c#', 'c++', 'java', 'mysql', 'react', 'swift']","azure, c#, c++, java, mysql, react, swift"
Ios Developer,"['angular', 'django', 'googlecloud', 'javascript', 'mongodb', 'nodejavascript', 'ruby', 'swift']","angular, django, googlecloud, javascript, mongodb, nodejavascript, ruby, swift"
Ios Developer,"['aws', 'flask', 'java', 'javascript', 'mysql', 'nodejavascript', 'oracle', 'swift']","aws, flask, java, javascript, mysql, nodejavascript, oracle, swift"
Ios Developer,"['angular', 'azure', 'go', 'java', 'mongodb', 'redis', 'swift']","angular, azure, go, java, mongodb, redis, swift"
Ios Developer,"['googlecloud', 'postgresql', 'python', 'redis', 'spring', 'swift', 'vue']","googlecloud, postgresql, python, redis, spring, swift, vue"
Ios Developer,"['angular', 'azure', 'go', 'mongodb', 'nodejavascript', 'python', 'spring', 'swift']","angular, azure, go, mongodb, nodejavascript, python, spring, swift"
Ios Developer,"['angular', 'c++', 'go', 'googlecloud', 'javascript', 'mysql', 'spring', 'swift']","angular, c++, go, googlecloud, javascript, mysql, spring, swift"
Ios Developer,"['aws', 'go', 'react', 'redis', 'ruby', 'swift']","aws, go, react, redis, ruby, swift"
Ios Developer,"['angular', 'aws', 'go', 'javascript', 'postgresql', 'python', 'redis', 'swift']","angular, aws, go, javascript, postgresql, python, redis, swift"
Ios Developer,"['angular', 'aws', 'c++', 'django', 'java', 'nodejavascript', 'redis', 'swift']","angular, aws, c++, django, java, nodejavascript, redis, swift"
Android Developer,"['azure', 'flask', 'java', 'mongodb', 'oracle', 'python', 'ruby']","azure, flask, java, mongodb, oracle, python, ruby"
Android Developer,"['angular', 'aws', 'flask', 'go', 'java', 'mongodb', 'mysql', 'python', 'react']","angular, aws, flask, go, java, mongodb, mysql, python, react"
Android Developer,"['aws', 'java', 'mongodb', 'ruby', 'spring']","aws, java, mongodb, ruby, spring"
Android Developer,"['django', 'go', 'googlecloud', 'java', 'mongodb', 'react', 'ruby']","django, go, googlecloud, java, mongodb, react, ruby"
Android Developer,"['c#', 'c++', 'flask', 'googlecloud', 'java', 'redis', 'ruby', 'spring', 'vue']","c#, c++, flask, googlecloud, java, redis, ruby, spring, vue"
Android Developer,"['azure', 'go', 'java', 'mongodb', 'mysql', 'react']","azure, go, java, mongodb, mysql, react"
Android Developer,"['c++', 'googlecloud', 'java', 'javascript', 'postgresql', 'react', 'ruby']","c++, googlecloud, java, javascript, postgresql, react, ruby"
Android Developer,"['angular', 'c#', 'c++', 'googlecloud', 'java', 'mysql', 'redis']","angular, c#, c++, googlecloud, java, mysql, redis"
Android Developer,"['go', 'googlecloud', 'java', 'mongodb', 'nodejavascript', 'react', 'vue']","go, googlecloud, java, mongodb, nodejavascript, react, vue"
Android Developer,"['angular', 'azure', 'django', 'java', 'nodejavascript', 'postgresql', 'python', 'redis', 'ruby']","angular, azure, django, java, nodejavascript, postgresql, python, redis, ruby"
Android Developer,"['googlecloud', 'java', 'postgresql', 'react', 'redis', 'ruby', 'vue']","googlecloud, java, postgresql, react, redis, ruby, vue"
Android Developer,"['go', 'googlecloud', 'java', 'mongodb', 'nodejavascript']","go, googlecloud, java, mongodb, nodejavascript"
Android Developer,"['django', 'googlecloud', 'java', 'oracle', 'spring', 'vue']","django, googlecloud, java, oracle, spring, vue"
Android Developer,"['c#', 'flask', 'googlecloud', 'java', 'javascript', 'mysql', 'oracle', 'spring', 'vue']","c#, flask, googlecloud, java, javascript, mysql, oracle, spring, vue"
Android Developer,"['angular', 'azure', 'c#', 'c++', 'flask', 'go', 'java', 'mongodb', 'mysql']","angular, azure, c#, c++, flask, go, java, mongodb, mysql"
Android Developer,"['angular', 'azure', 'c++', 'java', 'mongodb', 'react']","angular, azure, c++, java, mongodb, react"
Android Developer,"['aws', 'django', 'go', 'java', 'mongodb', 'nodejavascript', 'redis', 'ruby']","aws, django, go, java, mongodb, nodejavascript, redis, ruby"
Android Developer,"['flask', 'go', 'googlecloud', 'java', 'postgresql', 'react', 'spring']","flask, go, googlecloud, java, postgresql, react, spring"
Android Developer,"['aws', 'java', 'javascript', 'oracle', 'postgresql', 'vue']","aws, java, javascript, oracle, postgresql, vue"
Android Developer,"['c#', 'googlecloud', 'java', 'javascript', 'redis', 'vue']","c#, googlecloud, java, javascript, redis, vue"
Android Developer,"['django', 'flask', 'googlecloud', 'java', 'mysql', 'nodejavascript', 'python']","django, flask, googlecloud, java, mysql, nodejavascript, python"
Android Developer,"['angular', 'aws', 'flask', 'go', 'java', 'javascript', 'mongodb', 'oracle', 'python', 'react']","angular, aws, flask, go, java, javascript, mongodb, oracle, python, react"
Android Developer,"['c#', 'django', 'googlecloud', 'java', 'mongodb', 'mysql', 'python', 'ruby', 'spring']","c#, django, googlecloud, java, mongodb, mysql, python, ruby, spring"
Android Developer,"['azure', 'flask', 'java', 'javascript', 'python', 'redis']","azure, flask, java, javascript, python, redis"
Android Developer,"['aws', 'c#', 'c++', 'django', 'flask', 'java', 'oracle', 'postgresql', 'spring']","aws, c#, c++, django, flask, java, oracle, postgresql, spring"
Android Developer,"['django', 'googlecloud', 'java', 'mongodb', 'mysql', 'python']","django, googlecloud, java, mongodb, mysql, python"
Android Developer,"['django', 'googlecloud', 'java', 'nodejavascript', 'oracle', 'ruby']","django, googlecloud, java, nodejavascript, oracle, ruby"
Android Developer,"['azure', 'flask', 'java', 'mongodb']","azure, flask, java, mongodb"
Android Developer,"['c#', 'googlecloud', 'java', 'javascript', 'nodejavascript', 'oracle', 'postgresql', 'python', 'spring']","c#, googlecloud, java, javascript, nodejavascript, oracle, postgresql, python, spring"
Android Developer,"['angular', 'django', 'googlecloud', 'java', 'javascript', 'postgresql', 'ruby', 'vue']","angular, django, googlecloud, java, javascript, postgresql, ruby, vue"
Android Developer,"['aws', 'c#', 'c++', 'java', 'nodejavascript', 'react', 'redis']","aws, c#, c++, java, nodejavascript, react, redis"
Android Developer,"['angular', 'googlecloud', 'java', 'javascript', 'mysql', 'nodejavascript']","angular, googlecloud, java, javascript, mysql, nodejavascript"
Android Developer,"['angular', 'azure', 'flask', 'java', 'mongodb', 'postgresql', 'python', 'vue']","angular, azure, flask, java, mongodb, postgresql, python, vue"
Android Developer,"['angular', 'c#', 'flask', 'googlecloud', 'java', 'nodejavascript', 'python', 'redis', 'ruby']","angular, c#, flask, googlecloud, java, nodejavascript, python, redis, ruby"
Android Developer,"['angular', 'c#', 'flask', 'googlecloud', 'java', 'redis']","angular, c#, flask, googlecloud, java, redis"
Android Developer,"['angular', 'aws', 'c#', 'flask', 'java', 'redis', 'vue']","angular, aws, c#, flask, java, redis, vue"
Android Developer,"['aws', 'c++', 'flask', 'java', 'javascript', 'mongodb', 'spring', 'vue']","aws, c++, flask, java, javascript, mongodb, spring, vue"
Android Developer,"['angular', 'googlecloud', 'java', 'postgresql', 'redis', 'ruby', 'vue']","angular, googlecloud, java, postgresql, redis, ruby, vue"
Android Developer,"['angular', 'azure', 'django', 'java', 'mysql', 'react', 'ruby']","angular, azure, django, java, mysql, react, ruby"
Android Developer,"['aws', 'c++', 'flask', 'java', 'nodejavascript', 'postgresql', 'ruby']","aws, c++, flask, java, nodejavascript, postgresql, ruby"
Android Developer,"['angular', 'django', 'googlecloud', 'java', 'javascript', 'redis', 'ruby']","angular, django, googlecloud, java, javascript, redis, ruby"
Android Developer,"['angular', 'azure', 'c#', 'c++', 'java', 'mysql', 'nodejavascript', 'oracle', 'ruby']","angular, azure, c#, c++, java, mysql, nodejavascript, oracle, ruby"
Android Developer,"['azure', 'c++', 'django', 'java', 'mysql', 'redis', 'spring', 'vue']","azure, c++, django, java, mysql, redis, spring, vue"
Android Developer,"['aws', 'java', 'javascript', 'mongodb', 'mysql', 'ruby', 'spring', 'vue']","aws, java, javascript, mongodb, mysql, ruby, spring, vue"
Android Developer,"['angular', 'aws', 'flask', 'go', 'java', 'nodejavascript', 'oracle', 'redis', 'ruby']","angular, aws, flask, go, java, nodejavascript, oracle, redis, ruby"
Android Developer,"['azure', 'c#', 'c++', 'flask', 'java', 'nodejavascript', 'oracle', 'postgresql']","azure, c#, c++, flask, java, nodejavascript, oracle, postgresql"
Android Developer,"['c#', 'go', 'googlecloud', 'java', 'javascript', 'mongodb', 'nodejavascript', 'postgresql', 'spring']","c#, go, googlecloud, java, javascript, mongodb, nodejavascript, postgresql, spring"
Android Developer,"['azure', 'c#', 'django', 'go', 'java', 'javascript', 'mysql', 'nodejavascript', 'vue']","azure, c#, django, go, java, javascript, mysql, nodejavascript, vue"
Android Developer,"['aws', 'c#', 'django', 'flask', 'java', 'nodejavascript', 'oracle', 'python', 'redis']","aws, c#, django, flask, java, nodejavascript, oracle, python, redis"
Android Developer,"['angular', 'azure', 'c++', 'java', 'nodejavascript', 'redis', 'spring']","angular, azure, c++, java, nodejavascript, redis, spring"
Android Developer,"['azure', 'django', 'go', 'java', 'mongodb', 'ruby']","azure, django, go, java, mongodb, ruby"
Android Developer,"['azure', 'java', 'javascript', 'mysql', 'spring']","azure, java, javascript, mysql, spring"
Android Developer,"['angular', 'flask', 'googlecloud', 'java', 'python', 'redis']","angular, flask, googlecloud, java, python, redis"
Android Developer,"['azure', 'c++', 'java', 'postgresql', 'redis', 'ruby', 'spring']","azure, c++, java, postgresql, redis, ruby, spring"
Android Developer,"['c#', 'c++', 'googlecloud', 'java', 'nodejavascript', 'oracle', 'postgresql', 'python', 'vue']","c#, c++, googlecloud, java, nodejavascript, oracle, postgresql, python, vue"
Android Developer,"['aws', 'c#', 'django', 'go', 'java', 'mongodb', 'nodejavascript', 'postgresql', 'react', 'ruby']","aws, c#, django, go, java, mongodb, nodejavascript, postgresql, react, ruby"
Android Developer,"['azure', 'c#', 'flask', 'java', 'oracle', 'postgresql', 'react', 'spring']","azure, c#, flask, java, oracle, postgresql, react, spring"
Android Developer,"['aws', 'c++', 'django', 'flask', 'go', 'java', 'redis', 'vue']","aws, c++, django, flask, go, java, redis, vue"
Android Developer,"['aws', 'c#', 'c++', 'java', 'mongodb', 'react', 'vue']","aws, c#, c++, java, mongodb, react, vue"
Android Developer,"['angular', 'django', 'googlecloud', 'java', 'javascript', 'mongodb', 'python', 'react', 'ruby']","angular, django, googlecloud, java, javascript, mongodb, python, react, ruby"
Android Developer,"['flask', 'go', 'googlecloud', 'java', 'mongodb', 'nodejavascript', 'vue']","flask, go, googlecloud, java, mongodb, nodejavascript, vue"
Android Developer,"['googlecloud', 'java', 'oracle', 'react', 'redis', 'vue']","googlecloud, java, oracle, react, redis, vue"
Android Developer,"['aws', 'c++', 'flask', 'java', 'mysql', 'nodejavascript', 'python']","aws, c++, flask, java, mysql, nodejavascript, python"
Android Developer,"['angular', 'c++', 'googlecloud', 'java', 'nodejavascript', 'postgresql', 'python', 'redis', 'spring']","angular, c++, googlecloud, java, nodejavascript, postgresql, python, redis, spring"
Android Developer,"['aws', 'c++', 'java', 'mongodb', 'oracle', 'react']","aws, c++, java, mongodb, oracle, react"
Android Developer,"['angular', 'aws', 'java', 'postgresql', 'react', 'redis', 'spring']","angular, aws, java, postgresql, react, redis, spring"
Android Developer,"['django', 'googlecloud', 'java', 'mysql', 'python', 'react', 'ruby']","django, googlecloud, java, mysql, python, react, ruby"
Android Developer,"['angular', 'c#', 'c++', 'googlecloud', 'java', 'nodejavascript', 'oracle', 'react']","angular, c#, c++, googlecloud, java, nodejavascript, oracle, react"
Android Developer,"['aws', 'flask', 'java', 'javascript', 'mongodb', 'ruby']","aws, flask, java, javascript, mongodb, ruby"
Android Developer,"['django', 'googlecloud', 'java', 'oracle', 'python', 'ruby']","django, googlecloud, java, oracle, python, ruby"
Android Developer,"['azure', 'c++', 'django', 'java', 'oracle', 'python', 'vue']","azure, c++, django, java, oracle, python, vue"
Android Developer,"['angular', 'aws', 'c#', 'java', 'nodejavascript', 'postgresql', 'redis', 'vue']","angular, aws, c#, java, nodejavascript, postgresql, redis, vue"
Android Developer,"['angular', 'flask', 'googlecloud', 'java', 'javascript', 'mongodb', 'spring']","angular, flask, googlecloud, java, javascript, mongodb, spring"
Android Developer,"['c++', 'googlecloud', 'java', 'javascript', 'mongodb', 'nodejavascript', 'postgresql', 'spring', 'vue']","c++, googlecloud, java, javascript, mongodb, nodejavascript, postgresql, spring, vue"
Android Developer,"['aws', 'go', 'java', 'mongodb', 'python', 'react', 'spring', 'vue']","aws, go, java, mongodb, python, react, spring, vue"
Android Developer,"['angular', 'azure', 'c#', 'flask', 'java', 'redis', 'spring']","angular, azure, c#, flask, java, redis, spring"
Android Developer,"['azure', 'java', 'mongodb', 'nodejavascript', 'spring']","azure, java, mongodb, nodejavascript, spring"
Android Developer,"['c#', 'django', 'flask', 'googlecloud', 'java', 'mysql', 'react', 'ruby']","c#, django, flask, googlecloud, java, mysql, react, ruby"
Android Developer,"['angular', 'azure', 'c#', 'django', 'flask', 'java', 'mongodb', 'redis']","angular, azure, c#, django, flask, java, mongodb, redis"
Android Developer,"['flask', 'googlecloud', 'java', 'mongodb', 'postgresql', 'python', 'react', 'vue']","flask, googlecloud, java, mongodb, postgresql, python, react, vue"
Android Developer,"['aws', 'c#', 'flask', 'go', 'java', 'mysql', 'react']","aws, c#, flask, go, java, mysql, react"
Android Developer,"['aws', 'c#', 'flask', 'go', 'java', 'oracle', 'postgresql']","aws, c#, flask, go, java, oracle, postgresql"
Android Developer,"['aws', 'java', 'mysql', 'nodejavascript', 'python', 'react']","aws, java, mysql, nodejavascript, python, react"
Android Developer,"['angular', 'aws', 'c#', 'java', 'javascript', 'oracle', 'vue']","angular, aws, c#, java, javascript, oracle, vue"
Android Developer,"['angular', 'azure', 'django', 'go', 'java', 'postgresql', 'ruby']","angular, azure, django, go, java, postgresql, ruby"
